form	lemma	POS	morph
བདེ་མཆོག་	བདེ་མཆོག་	PROPN
། །		PUNCT
སྲ་	སྲ་	NOUN
དང་	དང་	NO_POS
བཅའ་	བཅའ་	VERB
ལ་	ལ་	ADP
རྣམ་	རྣམ་	NOUN
རོལ་	རོལ་	VERB
ཕྱི་	ཕྱི་	OTHER
༑ ༑		PUNCT
ཤེས་རབ་	ཤེས་རབ་	NOUN
ཐབས་	ཐབས་	NOUN
ཀྱིས་	གིས་	PART
སྙེམས་	སྙེམས་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
ག་	ག་	NOUN
མཆོད་	མཆོད་	VERB
བདེ་བ་	བདེ་བ་	VERB
འི་	གི་	PART
དགའ་སྟོན་	དགའ་སྟོན་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
ཨ་	ཨ་	X
།		PUNCT
སྒེག་མོ་	སྒེག་མོ་	NOUN
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
སྒེག་	སྒེག་	VERB
དང་	དང་	NO_POS
བཅས་པ་	བཅས་པ་	VERB
ས་	གིས་	PART
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
འཕང་	འཕང་	VERB
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཀུན་	ཀུན་	DET
རྫོགས་	རྫོགས་	VERB
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
འབྲལ་བ་	འབྲལ་བ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
འགྱུར་	འགྱུར་	VERB
རོ་	རོ་	NOUN
		
ཞ་	ཞ་	OTHER
		
ཏེ་	སྟེ་	PART
		
། །		PUNCT
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
དེ་	དེ་	DET
ཡི་	ཡི་	ADP
རྒྱན་	རྒྱན་	NOUN
ཡིན་	ཡིན་	NO_POS
ནོ་	གོ་	PART
། །		PUNCT
ཨོཾ་	ཨོཾ་	X
།		PUNCT
ཕྲེང་བ་	ཕྲེང་བ་	NOUN
མ་	མ་	PART
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
ལུས་ཅན་	ལུས་ཅན་	NOUN
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
དམ་ཆོས་	དམ་ཆོས་	NOUN
ཀྱི་	གི་	PART
།།		PUNCT
གླུ་	གླུ་	NOUN
ནི་	ནི་	NO_POS
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
བླང་བ་	བླང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
དེ་	དེ་	DET
དང་	དང་	NO_POS
། །		PUNCT
མྱུར་	མྱུར་	VERB
དུ་	ལ་	PART
བདེ་བ་	བདེ་བ་	VERB
མྱོང་བ་	མྱོང་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
གཱི་		NON_WORD
།		PUNCT
གླུ་མ་	གླུ་མ་	NO_POS
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
དེ་ཉིད་	དེ་ཉིད་	NOUN
ཐལ་མོ་	ཐལ་མོ་	NOUN
འི་	གི་	PART
ག་	ག་	NOUN
གྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཆགས་པ་	ཆགས་པ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
།།		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
འདུས་པ་	འདུས་པ་	VERB
འི་	གི་	PART
ཕྲིན་ལས་	ཕྲིན་ལས་	NOUN
ཀྱི་	གི་	PART
		
ཞ་	ཞ་	OTHER
		
ལུ་	ལུ་	NO_POS
		
ཀྱིས་	གིས་	PART
		
།།		PUNCT
གར་མཁན་	གར་མཁན་	NOUN
ཚུལ་	ཚུལ་	NOUN
དུ་	ལ་	PART
བསྒྱུར་བ་	བསྒྱུར་བ་	VERB
གྱིས་	གིས་	PART
། །		PUNCT
ཧོཿ་		NON_WORD
གར་མ་	གར་མ་	ADJ
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
མེ་ཏོག་	མེ་ཏོག་	NOUN
གཏོ་	གཏོ་	VERB
། །		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
ཚོགས་	ཚོགས་	NOUN
གྱུར་པ་	གྱུར་པ་	VERB
ས་	གིས་	PART
། །		PUNCT
མཚན་	མཚན་	NOUN
དང་	དང་	NO_POS
དཔེ་བྱད་	དཔེ་བྱད་	NOUN
ལྡན་པ་	ལྡན་པ་	VERB
ཡི་	ཡི་	ADP
༑ ༑		PUNCT
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
སྐུ་	སྐུ་	NOUN
ནི་	ནི་	NO_POS
ཐོབ་པ་	ཐོབ་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
བྷཱུཾ་		NON_WORD
།		PUNCT
མེ་ཏོག་མ་	མེ་ཏོག་མ་	OTHER
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
རྫོགས་	རྫོགས་	VERB
སངས་རྒྱས་	སངས་རྒྱས་	NOUN
ལ་	ལ་	ADP
སྤོ་	སྤོ་	NOUN
ཕུལ་བ་	ཕུལ་བ་	VERB
ས་	གིས་	PART
། །		PUNCT
བརྟུལ་ཞུགས་	བརྟུལ་ཞུགས་	NOUN
བཟང་པོ་	བཟང་པོ་	ADJ
ས་	གིས་	PART
ལེགས་	ལེགས་	VERB
ཚིམ་	ཚིམ་	VERB
གྱིས་	གིས་	PART
། །		PUNCT
ལུས་ཅན་	ལུས་ཅན་	NOUN
བདེ་གཤེགས་	བདེ་གཤེགས་	NOUN
ཆ་ལུགས་	ཆ་ལུགས་	NOUN
སུ་	སུ་	ADP
། །		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ཀྱིས་	གིས་	PART
ནི་	ནི་	NO_POS
ཚིམ་	ཚིམ་	VERB
བ་	བ་	NOUN
གྱིས་	གིས་	PART
།		PUNCT
ཨཿ་	ཨཿ་	NO_POS
བདུག་པ་	བདུག་པ་	NO_POS
མ་	མ་	PART
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
མར་མེ་	མར་མེ་	NOUN
ལེགས་	ལེགས་	VERB
སྤར་བ་	སྤར་བ་	NO_POS
ས་	གིས་	PART
། །		PUNCT
པདྨ་	པདྨ་	NOUN
ག་	ག་	NOUN
དབང་	དབང་	NOUN
རང་ཉིད་	རང་ཉིད་	OTHER
དེ་	དེ་	DET
།།		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
མ་རིག་	མ་རིག་	NOUN
ལྡོངས་པ་	ལྡོངས་པ་	NO_POS
ལ་	ལ་	ADP
། །		PUNCT
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྒྲོན་མེ་	སྒྲོན་མེ་	NOUN
འབར་བ་	འབར་བ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
པྲ་	པྲ་	NOUN
།		PUNCT
མར་མེ་མ་	མར་མེ་མ་	NO_POS
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
རྒྱལ་	རྒྱལ་	VERB
ལ་	ལ་	ADP
དྲི་	དྲི་	NOUN
ཕུལ་བ་	ཕུལ་བ་	VERB
ས་	གིས་	PART
། །		PUNCT
ཚུལ་ཁྲིམས་	ཚུལ་ཁྲིམས་	NOUN
		
ཏིང་འཛིན་	ཏིང་འཛིན་	NOUN
		
ལུ་	ལུ་	NO_POS
		
དེ་བཞིན་	དེ་བཞིན་	OTHER
		
ཤེས་རབ་	ཤེས་རབ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
རྣམ་གྲོལ་	རྣམ་གྲོལ་	NOUN
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
མཐོང་བ་	མཐོང་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ལུས་ཅན་	ལུས་ཅན་	NOUN
རྣམས་	རྣམས་	DET
ལ་	ལ་	ADP
བསྒོས་	བསྒོས་	NO_POS
། །		PUNCT
གྷ་		NON_WORD
།		PUNCT
དྲི་ཆབ་	དྲི་ཆབ་	NO_POS
མ་	མ་	PART
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
དེ་	དེ་	DET
ས་	གིས་	PART
ནི་	ནི་	NO_POS
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཀྱི་	གི་	PART
དོན་	དོན་	NOUN
བྱ་བ་	བྱ་བ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
གནང་བ་	གནང་བ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
ཇི་ལྟ་		
མིག་	མིག་	NOUN
མཁན་	མཁན་	PROPN
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
ཡི་	གིས་	PART
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལིང་ཐོག་	ལིང་ཐོག་	NO_POS
བསལ་བ་	བསལ་བ་	VERB
ལྟ་	ལྟ་	OTHER
། །		PUNCT
བུ་	བུ་	NOUN
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ནི་	ནི་	NO_POS
མི་	མི་	PART
ཤེས་པ་	ཤེས་པ་	VERB
འི་	གི་	PART
། །		PUNCT
རབ་རིབ་	རབ་རིབ་	NOUN
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
རྣམས་	རྣམས་	DET
ཀྱིས་	གིས་	PART
བསལ་	བསལ་	VERB
༑ ༑		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
ནེ་	ནེ་	NO_POS
ཏྲ་		NON_WORD
ཡ་	ཡ་	NOUN
ཨ་པ་	ཨ་པ་	OTHER
ཧ་	ཧ་	NOUN
ར་	ར་	ADP
པ་ཊ་	པ་ཊ་	NO_POS
ལཾ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཐུར་མ་	ཐུར་མ་	NOUN
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
ལྟ་བུ་	ལྟ་བུ་	NOUN
སྟེ་	སྟེ་	PART
། །		PUNCT
དག་	དག་	DET
ཅིང་	ཅིང་	PART
གསལ་	གསལ་	VERB
ལ་	ལ་	ADP
རྙོག་པ་	རྙོག་པ་	VERB
མེད་	མེད་	VERB
། །		PUNCT
གཟུང་	གཟུང་	VERB
དུ་	ལ་	PART
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
བརྗོད་	བརྗོད་	VERB
དུ་	ལ་	PART
མེད་	མེད་	VERB
། །		PUNCT
རྒྱུ་	རྒྱུ་	NOUN
དང་ལ་	དང་ལ་	NO_POS
ས་	གིས་	PART
ལ་	ལ་	ADP
ས་	གིས་	PART
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
འབྱུང་	འབྱུང་	VERB
། །		PUNCT
ངོ་བོ་	ངོ་བོ་	NOUN
མེད་	མེད་	VERB
ཅིང་	ཅིང་	PART
གནས་	གནས་	NOUN
མེད་པ་	མེད་པ་	VERB
།།		PUNCT
ཆོ་	ཆོ་	NOUN
རྣམས་	རྣམས་	DET
དེ་ལྟ་	དེ་ལྟ་	NO_POS
ཤེ་	ཤེ་	VERB
ཀྱིས་	གིས་	PART
ལ་	ལ་	ADP
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
དོན་	དོན་	NOUN
ནི་	ནི་	NO_POS
བླ་མེད་	བླ་མེད་	ADJ
བྱོས་	བྱོས་	VERB
། །		PUNCT
འོན་ཀྱང་	འོན་ཀྱང་	NO_POS
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
སྲ་	སྲ་	NOUN
བསྐྱེད་	བསྐྱེད་	VERB
། །		PUNCT
མེ་ལོང་	མེ་ལོང་	NOUN
གིའོ་		NON_WORD
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
ཕན་པ་	ཕན་པ་	VERB
འི་	གི་	PART
ཕྱི་	ཕྱི་	OTHER
། །		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ཁམས་	ཁམས་	NOUN
ནི་	ནི་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
དུ་	ལ་	PART
། །		PUNCT
བྱ་བ་	བྱ་བ་	VERB
སྤྱོད་ཚུལ་	སྤྱོད་ཚུལ་	VERB
གསང་བ་	གསང་བ་	VERB
ཡི་	གིས་	PART
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
བསྐོར་བ་	བསྐོར་བ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
ཡི་	ཡི་	ADP
འོ་	གོ་	PART
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱི་	གི་	PART
ཐེ་ཚོམ་	ཐེ་ཚོམ་	NOUN
དོགས་མེད་པ་	དོགས་མེད་པ་	NO_POS
ར་	ལ་	PART
། །		PUNCT
ཡིད་གཉིས་	ཡིད་གཉིས་	NO_POS
མེད་པ་	མེད་པ་	VERB
འི་	གི་	PART
སེམས་	སེམས་	NOUN
ཀྱིས་	གིས་	PART
སུ་	སུ་	ADP
། །		PUNCT
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དུང་	དུང་	NOUN
ནི་	ནི་	NO_POS
བླ་མེད་པ་	བླ་མེད་པ་	ADJ
། །		PUNCT
དྲི་མེད་	དྲི་མེད་	ADJ
ཀུན་	ཀུན་	DET
ཏུ་	ལ་	PART
གང་བ་	གང་བ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
དུང་	དུང་	NOUN
གིའོ་		NON_WORD
། །		PUNCT
དེ་དག་	དེ་དག་	OTHER
གིས་	གིས་	PART
ནི་	ནི་	NO_POS
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
དེ་	དེ་	DET
ཁོ་ན་ཉིད་	ཁོ་ན་ཉིད་	NO_POS
དོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
འི་	གི་	PART
རྗེས་སུ་	རྗེས་སུ་	OTHER
གནང་བ་	གནང་བ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
ཞི་	ཞི་	VERB
རྒྱ་	རྒྱ་	VERB
དབང་	དབང་	NOUN
དང་	དང་	NO_POS
དགུག་པ་	དགུག་པ་	VERB
དང་	དང་	NO_POS
། །		PUNCT
སྡང་བ་	སྡང་བ་	VERB
ར་	ལ་	PART
བྱ་	བྱ་	VERB
དང་	དང་	NO_POS
གནོད་	གནོད་	VERB
སོགས་	སོགས་	DET
དང་	དང་	NO_POS
། །		PUNCT
གསོད་	གསོད་	NO_POS
དང་	དང་	NO_POS
སྐྲོད་པ་	སྐྲོད་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
དེ་	དེ་	DET
། །		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
དེ་	དེ་	DET
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
བསྒྲུབ་པ་	བསྒྲུབ་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
། །		PUNCT
རལ་གྲི་	རལ་གྲི་	NOUN
མིག་སྨན་	མིག་སྨན་	OTHER
ས་འོག་	ས་འོག་	OTHER
དང་	དང་	NO_POS
། །		PUNCT
མཆིལ་ལྷམ་	མཆིལ་ལྷམ་	NOUN
དེ་བཞིན་	དེ་བཞིན་	OTHER
རིལ་བུ་	རིལ་བུ་	OTHER
སྟེ་	སྟེ་	PART
། །		PUNCT
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ཡི་	ཡི་	ADP
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
ནི་	ནི་	NO_POS
། །		PUNCT
དེ་	དེ་	DET
ནི་	ནི་	NO_POS
ཅི་དགའ་	ཅི་དགའ་	NO_POS
འཐོབ་པ་	འཐོབ་པ་	VERB
ར་	ལ་	PART
གྱིས་	གིས་	PART
།།		PUNCT
གནང་བ་	གནང་བ་	NO_POS
འོ་	གོ་	PART
། །		PUNCT
དེ་ནས་	དེ་ནས་	NO_POS
དམ་ཚིག་	དམ་ཚིག་	NOUN
ལ་	ལ་	ADP
བཀ་	བཀའ་	NOUN
འི་	གི་	PART
གནང་བ་	གནང་བ་	NO_POS
ནི་	ནི་	NO_POS
།		PUNCT
ནངས་པ་	ནངས་པ་	ADV
ར་	ལ་	PART
སྔ་	སྔ་	NOUN
ལངས་	ལངས་	VERB
སེམས་	སེམས་	NOUN
དག་	དག་	DET
ཉིད་	ཉིད་	DET
། །		PUNCT
མ་	མ་	PART
ལུས་	ལུས་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
ནི་	ནི་	NO_POS
བྱ་	བྱ་	VERB
ན་	ནས་	PART
སུ་	སུ་	ADP
། །		PUNCT
བསྲུང་	བསྲུང་	NO_POS
དང་	དང་	NO_POS
བཟའ་བ་	བཟའ་བ་	VERB
ལ་སོགས་པ་	ལ་སོགས་པ་	NO_POS
འི་	གི་	PART
། །		PUNCT
སྡོམ་པ་	སྡོམ་པ་	NOUN
བདག་ཉིད་	བདག་ཉིད་	NOUN
ཅན་	ཅན་	PART
བསྲུང་	བསྲུང་	NO_POS
ངོ་	ངོ་	PART
། །		PUNCT
ལུས་སྲོག་	ལུས་སྲོག་	NOUN
ལྟོས་པ་	ལྟོས་པ་	VERB
མེད་པ་	མེད་པ་	VERB
ར་	ལ་	PART
ཡང་	ཀྱང་	PART
༑ ༑		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
དང་	དང་	NO_POS
ནི་	ནི་	NO_POS
སྡོམ་པ་	སྡོམ་པ་	NOUN
བསྲུང་	བསྲུང་	NO_POS
། །		PUNCT
ཉིན་	ཉིན་	NOUN
དང་	དང་	NO_POS
མཚན་མོ་	མཚན་མོ་	ADV
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
དུ་	ལ་	PART
། །		PUNCT
ཉིན་	ཉིན་	NOUN
རེ་	རེ་	DET
བཞིན་	བཞིན་	NOUN
ནི་	ནི་	NO_POS
བཟླ་བ་	བཟླ་བ་	NO_POS
ར་	ལ་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
གང་	གང་	NO_POS
ཚེ་	ཚེ་	NOUN
ཉམས་	ཉམས་	NOUN
ན་	ན་	ADP
རྣལ་འབྱོར་པ་	རྣལ་འབྱོར་པ་	NOUN
།		PUNCT
ཁ་ན་མ་ཐོ་	ཁ་ན་མ་ཐོ་	NO_POS
སྦོམ་པོ་	སྦོམ་པོ་	ADJ
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
དགུན་ཟླ་	དགུན་ཟླ་	NO_POS
འབྲིང་པོ་	འབྲིང་པོ་	ADJ
ན་	ནས་	PART
བརྩམས་	བརྩམས་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
ཟླ་བ་	ཟླ་བ་	NOUN
རེ་རེ་	རེ་རེ་	DET
ས་	གིས་	PART
བསྲུང་བ་	བསྲུང་བ་	VERB
ནི་	ནི་	NO_POS
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
འཁོར་ལོ་	འཁོར་ལོ་	NOUN
གནས་	གནས་	NOUN
། །		PUNCT
ཚེས་བཅུ་	ཚེས་བཅུ་	OTHER
ལ་	ལ་	ADP
ནི་	ནི་	NO_POS
དེ་	དེ་	DET
རབ་	རབ་	ADV
མཆོད་	མཆོད་	VERB
། །		PUNCT
ཤ་	ཤ་	NOUN
དང་	དང་	NO_POS
ཆང་	ཆང་	NOUN
སོགས་	སོགས་	DET
གང་ཅི་	གང་ཅི་	NO_POS
འང་	ཀྱང་	PART
རུང་	རུང་	SCONJ
། །		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ཡི་	ཡི་	ADP
ཚོགས་	ཚོགས་	NOUN
། །		PUNCT
ཐམས་ཅད་	ཐམས་ཅད་	DET
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
པང་	པང་	NOUN
ན་	ན་	ADP
གནས་	གནས་	NOUN
། །		PUNCT
ཧེ་རུ་ཀ་	ཧེ་རུ་ཀ་	NOUN
དཔལ་	དཔལ་	OTHER
རབ་ཏུ་	རབ་ཏུ་	NO_POS
མཆོད་	མཆོད་	VERB
། །		PUNCT
ཐེག་པ་	ཐེག་པ་	NOUN
དམན་	དམན་	VERB
ལ་	ལ་	ADP
འདོད་	འདོད་	VERB
མི་	མི་	PART
བྱ་	བྱ་	VERB
། །		PUNCT
སེམས་ཅན་	སེམས་ཅན་	NOUN
ལ་	ལ་	ADP
ཡང་	ཀྱང་	PART
རྒྱབ་	རྒྱབ་	NOUN
མི་	མི་	PART
ཕྱོགས་	ཕྱོགས་	NOUN
"།

།"		PUNCT
འཁོར་བ་	འཁོར་བ་	NOUN
དག་	དག་	DET
ཀྱང་	ཀྱང་	PART
མི་	མི་	PART
སྤང་	སྤང་	VERB
ཞིང་	ཞིང་	SCONJ
། །		PUNCT
མྱ་ངན་	མྱ་ངན་	NOUN
འདའ་	འདའ་	VERB
ལ་	ལ་	ADP
དག་	དགའ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
འགྲོ་	འགྲོ་	VERB
། །		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
རྣལ་འབྱོར་	རྣལ་འབྱོར་	NOUN
མ་	མ་	PART
ཀུན་	ཀུན་	DET
ལ་	ལ་	ADP
།		PUNCT
ཁྱོད་	ཁྱོད་	PRON
ཀྱིས་	གིས་	PART
བརྙས་པ་	བརྙས་པ་	VERB
ར་	ལ་	PART
མི་	མི་	PART
བྱ་	བྱ་	VERB
སྟེ་	སྟེ་	PART
། །		PUNCT
ཕྱག་རྒྱ་	ཕྱག་རྒྱ་	NOUN
བཞོན་པ་	བཞོན་པ་	VERB
མཚོན་ཆ་	མཚོན་ཆ་	NOUN
དང་	དང་	NO_POS
། །		PUNCT
མཚན་མ་	མཚན་མ་	NOUN
འགོམ་པ་	འགོམ་པ་	NO_POS
ར་	ལ་	PART
མི་	མི་	PART
བྱ་	བྱ་	VERB
འོ་	གོ་	PART
། །		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
རབ་	རབ་	ADV
བསྲུངས་	བསྲུངས་	NO_POS
བསོད་ནམས་	བསོད་ནམས་	NOUN
ཀྱིས་	གིས་	PART
། །		PUNCT
ཚེ་	ཚེ་	NOUN
འདི་ཉིད་	འདི་ཉིད་	OTHER
ལ་	ལ་	ADP
འགྲུབ་པ་	འགྲུབ་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
། །		PUNCT
བུད་མེད་	བུད་མེད་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མཐོང་བ་	མཐོང་བ་	VERB
ན་	ན་	ADP
། །		PUNCT
གཡོན་	གཡོན་	NOUN
ན་	ནས་	PART
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
བསྐོར་	བསྐོར་	VERB
བྱ་	བྱ་	VERB
ཏེ་	སྟེ་	PART
། །		PUNCT
སྤྱི་བོ་	སྤྱི་བོ་	NOUN
ས་	གིས་	PART
ཕྱག་	ཕྱག་	NOUN
ནི་	ནི་	NO_POS
བྱ་	བྱ་	VERB
ན་	ནས་	PART
ཀྱང་	ཀྱང་	PART
། །		PUNCT
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
བ་	བ་	NOUN
དུ་	ལ་	PART
གསོལ་བ་	གསོལ་བ་	VERB
གདབ་	གདབ་	NO_POS
། །		PUNCT
བདག་	བདག་	PRON
ནི་	ནི་	NO_POS
མ་	མ་	PART
ཁྱོད་	ཁྱོད་	PRON
བུ་	བུ་	NOUN
ཡིན་པ་	ཡིན་པ་	AUX
ས་	གིས་	PART
། །		PUNCT
ཇི་སྲིད་	ཇི་སྲིད་	PRON
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
དུ་	ལ་	PART
༑ ༑		PUNCT
བྱང་ཆུབ་	བྱང་ཆུབ་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
ནུ་མ་	ནུ་མ་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
། །		PUNCT
བྱུང་བ་	བྱུང་བ་	VERB
འི་	གི་	PART
རང་	རང་	PRON
གི་	གི་	PART
འོ་མ་	འོ་མ་	NOUN
ས་	གིས་	PART
སྐྱོངས་	སྐྱོངས་	VERB
། །		PUNCT
གཉིས་	གཉིས་	NUM
མེད་	མེད་	VERB
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
སྤྱོད་	སྤྱོད་	VERB
ལྡན་པ་	ལྡན་པ་	VERB
འི་	གི་	PART
། །		PUNCT
བསླབ་པ་	བསླབ་པ་	VERB
བླངས་པ་	བླངས་པ་	VERB
སྔོན་འགྲོ་	སྔོན་འགྲོ་	NOUN
བ་	བ་	ADP
། །		PUNCT
སྒྲ་	སྒྲ་	NOUN
སོགས་	སོགས་	DET
		
ལུ་	ལུ་	NO_POS
		
རྟོག་	རྟོག་	VERB
		
སྟོང་པ་	སྟོང་པ་	VERB
སྔོན་འགྲོ་བ་	སྔོན་འགྲོ་བ་	NOUN
འི་	གི་	PART
། །		PUNCT
ཚངས་པ་	ཚངས་པ་	PROPN
སྤྱོད་པ་	སྤྱོད་པ་	VERB
		
ཤིན་ཏུ་	ཤིན་ཏུ་	NO_POS
		
ལུ་	ལུ་	NO_POS
		
གཞན་	གཞན་	DET
དུ་	ལ་	PART
		
བསྲུང་	བསྲུང་	NO_POS
། །		PUNCT
དམ་ཚིག་	དམ་ཚིག་	NOUN
དེ་	དེ་	DET
ལ་	ལ་	ADP
བརྟག་	བརྟག་	VERB
གནས་	གནས་	NOUN
ཏེ་	སྟེ་	PART
། །		PUNCT
དེ་	དེ་	DET
སྔོན་འགྲོ་	སྔོན་འགྲོ་	NOUN
བ་	བ་	ADP
སྦས་པ་	སྦས་པ་	VERB
འི་	གི་	PART
ཡིད་	ཡིད་	NOUN
།།		PUNCT
སྤྱོད་	སྤྱོད་	VERB
